,USERID,PID,RATING
3257,3010,B06XW44L1P,3
3259,378,B06XW44L1P,5
3261,119,B06XW44L1P,4
3263,119,B06XW44L1P,4
3265,2644,B07CCZXNQL,5
3267,2041,B07QMPZ76N,4
3269,652,B07QMPZ76N,5
3271,3077,B07QMPZ76N,4
3273,343,B07QMPZ76N,5
3275,2674,B07QMPZ76N,4
3277,675,B07QMPZ76N,5
3279,518,B07QMPZ76N,5
3281,1063,B07QMPZ76N,4
3283,1063,B07QMPZ76N,4
3285,1551,B07DQF8K2V,5
3287,1939,B07DQF8K2V,5
3289,2808,B07DQF8K2V,3
3291,245,B07DQF8K2V,4
3293,1669,B07DQF8K2V,4
3295,725,B07DQF8K2V,5
3297,566,B07DQF8K2V,5
3299,2331,B07DQF8K2V,5
3301,2331,B07DQF8K2V,5
3303,2705,B07QMLXT2J,5
3305,2586,B07QMLXT2J,5
3307,66,B07QMLXT2J,5
3309,2213,B07QMLXT2J,5
3311,3075,B07QMLXT2J,5
3313,1304,B07QMLXT2J,3
3315,1448,B07QMLXT2J,5
3317,2324,B07QMLXT2J,5
3319,2324,B07QMLXT2J,5
3321,387,B07HR8H887,5
3323,1391,B07HR8H887,4
3325,1510,B07HR8H887,5
3327,2068,B07HR8H887,5
3329,119,B07HR8H887,5
3331,2782,B07HR8H887,4
3333,1645,B07HR8H887,4
3335,2293,B07HR8H887,5
3337,2293,B07HR8H887,5
3339,1012,B07PC36GD5,4
3341,755,B07PC36GD5,5
3343,1674,B07PC36GD5,5
3345,318,B07PC36GD5,5
3347,780,B07PC36GD5,5
3349,1641,B07PC36GD5,5
3351,757,B07PC36GD5,5
3353,1130,B07PC36GD5,1
3355,1130,B07PC36GD5,1
3357,976,B0089OQ4NQ,4
3359,2612,B0089OQ4NQ,2
3361,2388,B0089OQ4NQ,5
3363,2001,B0089OQ4NQ,5
3365,1951,B0089OQ4NQ,3
3367,1621,B0089OQ4NQ,5
3369,1621,B0089OQ4NQ,5
3371,919,B07LD5WJLB,5
3373,152,B07LD5WJLB,5
3375,1217,B07LD5WJLB,5
3377,635,B07LD5WJLB,5
3379,927,B07LD5WJLB,5
3381,1388,B07LD5WJLB,5
3383,313,B07LD5WJLB,5
3385,180,B07LD5WJLB,5
3387,180,B07LD5WJLB,5
3389,2883,B07QK38K4K,4
3391,2409,B07QK38K4K,5
3393,1163,B07QK38K4K,4
3395,2488,B07QK38K4K,5
3397,2812,B07QK38K4K,5
3399,809,B07QK38K4K,5
3401,204,B07QK38K4K,5
3403,716,B07QK38K4K,5
3405,716,B07QK38K4K,5
3407,932,B07372XDMF,5
3409,52,B07372XDMF,2
3411,2566,B07372XDMF,5
3413,2191,B07372XDMF,3
3415,119,B07372XDMF,3
3417,1245,B07372XDMF,4
3419,3063,B07372XDMF,2
3421,1479,B07372XDMF,2
3423,1479,B07372XDMF,2
3425,191,B07JL1DWDM,5
3427,756,B07JL1DWDM,3
3429,2211,B07JL1DWDM,1
3431,1544,B07JL1DWDM,5
3433,3154,B07JL1DWDM,5
3435,2922,B07JL1DWDM,4
3437,2307,B07JL1DWDM,5
3439,391,B07JL1DWDM,5
3441,391,B07JL1DWDM,5
3443,2391,B079P5DHHF,5
3445,1438,B079P5DHHF,5
3447,1213,B079P5DHHF,5
3449,119,B079P5DHHF,5
3451,1620,B079P5DHHF,5
3453,331,B079P5DHHF,5
3455,119,B079P5DHHF,5
3457,2193,B079P5DHHF,5
3459,2193,B079P5DHHF,5
3461,2224,B07PRGBHRN,5
3463,2944,B07PRGBHRN,5
3465,1265,B07PRGBHRN,5
3467,1761,B07PRGBHRN,4
3469,1373,B07PRGBHRN,2
3471,234,B07PRGBHRN,5
3473,662,B07PRGBHRN,5
3475,2880,B07PRGBHRN,5
3477,2880,B07PRGBHRN,5
3479,845,B07D5V6YCJ,5
3481,1769,B07D5V6YCJ,5
3483,1386,B07D5V6YCJ,4
3485,76,B07D5V6YCJ,5
3487,124,B07D5V6YCJ,5
3489,119,B07D5V6YCJ,5
3491,461,B07D5V6YCJ,5
3493,3014,B07D5V6YCJ,5
3495,3014,B07D5V6YCJ,5
3497,581,B07QYMX1Q9,5
3499,1055,B07QYMX1Q9,5
3501,2199,B07QYMX1Q9,5
3503,2867,B07QYMX1Q9,4
3505,2682,B07QYMX1Q9,5
3507,515,B07QYMX1Q9,4
3509,1299,B07QYMX1Q9,4
3511,1173,B07QYMX1Q9,5
3513,1173,B07QYMX1Q9,5
3515,3114,B07DZVVB9S,4
3517,156,B07DZVVB9S,5
3519,1266,B07DZVVB9S,1
3521,119,B07DZVVB9S,5
3523,1311,B07DZVVB9S,5
3525,2503,B07DZVVB9S,5
3527,2134,B07DZVVB9S,3
3529,1342,B07DZVVB9S,5
3531,1342,B07DZVVB9S,5
3533,2585,B073GBHPQJ,1
3535,1841,B073GBHPQJ,5
3537,3106,B073GBHPQJ,3
3539,924,B073GBHPQJ,2
3541,3061,B073GBHPQJ,5
3543,231,B073GBHPQJ,3
3545,2429,B073GBHPQJ,4
3547,324,B073GBHPQJ,5
3549,324,B073GBHPQJ,5
3551,1227,B07KQHHFN7,5
3553,303,B07KQHHFN7,2
3555,2629,B07KQHHFN7,5
3557,82,B07KQHHFN7,4
3559,119,B07KQHHFN7,5
3561,2571,B07KQHHFN7,5
3563,12,B07KQHHFN7,5
3565,2833,B07KQHHFN7,5
3567,2833,B07KQHHFN7,5
3569,1279,B07QN44BVZ,3
3571,357,B07QN44BVZ,5
3573,1563,B07QN44BVZ,5
3575,2685,B07QN44BVZ,5
3577,2300,B07QN44BVZ,5
3579,1368,B07QN44BVZ,4
3581,799,B07QN44BVZ,4
3583,1623,B07QN44BVZ,4
3585,1623,B07QN44BVZ,4
3587,2925,B07MNRFPV8,5
3589,1432,B07MNRFPV8,5
3591,1378,B07MNRFPV8,5
3593,710,B07MNRFPV8,4
3595,596,B07MNRFPV8,5
3597,1599,B07MNRFPV8,5
3599,119,B07MNRFPV8,5
3601,1819,B07MNRFPV8,5
3603,1819,B07MNRFPV8,5
3605,135,B06Y1K2HRZ,5
3607,783,B06Y1K2HRZ,5
3609,2992,B06Y1K2HRZ,5
3611,2182,B06Y1K2HRZ,5
3613,2602,B06Y1K2HRZ,4
3615,1134,B06Y1K2HRZ,5
3617,1195,B06Y1K2HRZ,4
3619,1595,B06Y1K2HRZ,5
3621,1595,B06Y1K2HRZ,5
3623,1503,B07G46TVWV,5
3625,366,B07G46TVWV,5
3627,560,B07G46TVWV,5
3629,1649,B07G46TVWV,3
3631,2575,B07G46TVWV,1
3633,1157,B07G46TVWV,4
3635,2576,B07G46TVWV,4
3637,155,B07G46TVWV,5
3639,155,B07G46TVWV,5
3641,1442,B07GRB5Q6G,5
3643,2105,B07GRB5Q6G,5
3645,346,B07GRB5Q6G,5
3647,479,B07GRB5Q6G,5
3649,471,B07GRB5Q6G,5
3651,1003,B07GRB5Q6G,5
3653,660,B07GRB5Q6G,4
3655,1561,B07GRB5Q6G,5
3657,1561,B07GRB5Q6G,5
3659,1849,B07QFSTFK5,4
3661,1062,B07QFSTFK5,1
3663,2444,B07QFSTFK5,4
3665,119,B07QFSTFK5,4
3667,684,B07QFSTFK5,5
3669,2434,B07QFSTFK5,5
3671,795,B07QFSTFK5,5
3673,2074,B07QFSTFK5,5
3675,2074,B07QFSTFK5,5
3677,1039,B06XRP7NPG,4
3679,1989,B06XRP7NPG,5
3681,2527,B06XRP7NPG,5
3683,2345,B06XRP7NPG,5
3685,657,B06XRP7NPG,4
3687,3145,B06XRP7NPG,3
3689,1342,B06XRP7NPG,4
3691,744,B06XRP7NPG,5
3693,744,B06XRP7NPG,5
3695,1859,B07PMPQY91,3
3697,27,B07PMPQY91,5
3699,2054,B07PMPQY91,5
3701,1662,B07PMPQY91,5
3703,1478,B07PMPQY91,5
3705,2442,B07PMPQY91,5
3707,25,B07PMPQY91,5
3709,99,B07PMPQY91,3
3711,99,B07PMPQY91,3
3713,732,B07RDDTK2T,5
3715,3049,B07RDDTK2T,5
3717,173,B07RDDTK2T,5
3719,979,B07RDDTK2T,5
3721,645,B07RDDTK2T,5
3723,1701,B07RDDTK2T,5
3725,3135,B07RDDTK2T,5
3727,207,B07RDDTK2T,5
3729,207,B07RDDTK2T,5
3731,2595,B07RHDT1KW,5
3733,1486,B07RHDT1KW,5
3735,473,B07RHDT1KW,5
3737,119,B07RHDT1KW,3
3739,2737,B07RHDT1KW,5
3741,2138,B07RHDT1KW,5
3743,520,B07RHDT1KW,5
3745,1004,B07RHDT1KW,4
3747,1004,B07RHDT1KW,4
3749,2688,B075PC8LMY,2
3751,2407,B075PC8LMY,4
3753,119,B075PC8LMY,4
3755,996,B075PC8LMY,4
3757,3053,B075PC8LMY,3
3759,2810,B075PC8LMY,5
3761,1176,B075PC8LMY,1
3763,520,B075PC8LMY,5
3765,520,B075PC8LMY,5
3767,2538,B07R4ZTFJQ,5
3769,417,B07R4ZTFJQ,4
3771,2186,B07R4ZTFJQ,5
3773,1510,B07R4ZTFJQ,5
3775,2584,B07R4ZTFJQ,5
3777,1454,B07R4ZTFJQ,5
3779,1706,B07R4ZTFJQ,5
3781,1233,B07R4ZTFJQ,3
3783,1233,B07R4ZTFJQ,3
3785,686,B06W9GH8KQ,2
3787,2097,B06W9GH8KQ,2
3789,1858,B06W9GH8KQ,4
3791,2377,B06W9GH8KQ,4
3793,407,B06W9GH8KQ,3
3795,1903,B06W9GH8KQ,5
3797,2135,B06W9GH8KQ,5
3799,2239,B06W9GH8KQ,1
3801,2239,B06W9GH8KQ,1
3803,1086,B07MYXBGHN,5
3805,1340,B07MYXBGHN,5
3807,119,B07MYXBGHN,5
3809,3080,B07MYXBGHN,5
3811,562,B07MYXBGHN,5
3813,2612,B07MYXBGHN,1
3815,1652,B07MYXBGHN,5
3817,800,B07MYXBGHN,4
3819,800,B07MYXBGHN,4
3821,1074,B0744G1QSV,4
3823,1283,B0744G1QSV,5
3825,636,B0744G1QSV,5
3827,2183,B0744G1QSV,5
3829,72,B0744G1QSV,4
3831,865,B0744G1QSV,4
3833,2699,B0744G1QSV,5
3835,2848,B0744G1QSV,5
3837,2848,B0744G1QSV,5
3839,949,B07R78KPZJ,5
3841,1982,B07R78KPZJ,5
3843,2423,B07R78KPZJ,4
3845,2523,B07R78KPZJ,4
3847,818,B07R78KPZJ,5
3849,1232,B07R78KPZJ,5
3851,2512,B07R78KPZJ,5
3853,1510,B07R78KPZJ,5
3855,1510,B07R78KPZJ,5
3857,2310,B07QKP83SB,5
3859,119,B07QKP83SB,1
3861,2744,B07QKP83SB,4
3863,1178,B07QKP83SB,5
3865,2451,B07QKP83SB,4
3867,1173,B07QKP83SB,5
3869,656,B07QKP83SB,4
3871,1836,B07QKP83SB,5
3873,1836,B07QKP83SB,5
3875,534,B07R3VT682,5
3877,1326,B07R3VT682,5
3879,1500,B07R3VT682,5
3881,1429,B07R3VT682,5
3883,1928,B07R3VT682,4
3885,1612,B07R3VT682,5
3887,2399,B07R3VT682,3
3889,1094,B07R3VT682,5
3891,1094,B07R3VT682,5
3893,131,B07Q5BGF7X,2
3895,119,B07Q5BGF7X,2
3897,1933,B07Q5BGF7X,4
3899,1263,B07Q5BGF7X,4
3901,2824,B07Q5BGF7X,5
3903,674,B07Q5BGF7X,1
3905,1755,B07Q5BGF7X,2
3907,2854,B07Q5BGF7X,5
3909,2854,B07Q5BGF7X,5
3911,1419,B07Q1BFWL4,5
3913,2333,B07Q1BFWL4,5
3915,45,B07Q1BFWL4,5
3917,119,B07Q1BFWL4,5
3919,717,B07Q1BFWL4,5
3921,940,B07Q1BFWL4,5
3923,1749,B07Q1BFWL4,5
3925,1957,B07Q1BFWL4,5
3927,1957,B07Q1BFWL4,5
3929,2893,B07J2YJKJ2,3
3931,2249,B07J2YJKJ2,3
3933,2710,B07J2YJKJ2,4
3935,227,B07J2YJKJ2,5
3937,537,B07J2YJKJ2,3
3939,1628,B07J2YJKJ2,5
3941,1434,B07J2YJKJ2,3
3943,1270,B07J2YJKJ2,4
3945,1270,B07J2YJKJ2,4
3947,1961,B07PNFR5Y2,5
3949,323,B07PNFR5Y2,5
3951,3127,B07PNFR5Y2,3
3953,1831,B07PNFR5Y2,5
3955,2028,B07PNFR5Y2,4
3957,201,B07PNFR5Y2,5
3959,347,B07PNFR5Y2,5
3961,500,B07PNFR5Y2,5
3963,500,B07PNFR5Y2,5
3965,1540,B01EWM8FSU,4
3967,119,B01EWM8FSU,5
3969,150,B01EWM8FSU,5
3971,2297,B01EWM8FSU,5
3973,2472,B01EWM8FSU,2
3975,119,B01EWM8FSU,5
3977,119,B01EWM8FSU,4
3979,119,B01EWM8FSU,5
3981,119,B01EWM8FSU,5
3983,2858,B07QSB6C6W,5
3985,2187,B07QSB6C6W,5
3987,2262,B07QSB6C6W,5
3989,1355,B07QSB6C6W,5
3991,2622,B07QSB6C6W,5
3993,1983,B07QSB6C6W,5
3995,1101,B07QSB6C6W,5
3997,1440,B07QSB6C6W,5
3999,1440,B07QSB6C6W,5
4001,2369,B07PVGXPPJ,5
4003,645,B07PVGXPPJ,4
4005,1757,B07PVGXPPJ,5
4007,2574,B07PVGXPPJ,5
4009,119,B07PVGXPPJ,4
4011,1510,B07PVGXPPJ,5
4013,2171,B07PVGXPPJ,5
4015,3086,B07PVGXPPJ,4
4017,3086,B07PVGXPPJ,4
4019,1317,B00XH7IAWS,5
4021,2693,B00XH7IAWS,5
4023,405,B00XH7IAWS,5
4025,589,B00XH7IAWS,1
4027,2679,B00XH7IAWS,4
4029,431,B00XH7IAWS,3
4031,1400,B00XH7IAWS,5
4033,1307,B00XH7IAWS,5
4035,1307,B00XH7IAWS,5
4037,761,B07QMVW1MK,5
4039,204,B07QMVW1MK,4
4041,823,B07QMVW1MK,4
4043,1009,B07QMVW1MK,5
4045,905,B07QMVW1MK,5
4047,119,B07QMVW1MK,5
4049,1568,B07QMVW1MK,5
4051,1425,B07QMVW1MK,5
4053,1425,B07QMVW1MK,5
4055,368,B07RCL69DF,1
4057,2570,B07RCL69DF,5
4059,2383,B07RCL69DF,1
4061,2675,B07RCL69DF,4
4063,687,B07RCL69DF,4
4065,2089,B07RCL69DF,4
4067,119,B07RCL69DF,5
4069,2533,B07RCL69DF,5
4071,2533,B07RCL69DF,5
4073,1640,B07J2K1F7C,3
4075,543,B07J2K1F7C,4
4077,119,B07J2K1F7C,3
4079,250,B07J2K1F7C,3
4081,450,B07J2K1F7C,3
4083,2017,B07J2K1F7C,3
4085,1547,B07J2K1F7C,5
4087,2892,B07J2K1F7C,5
4089,2892,B07J2K1F7C,5
4091,428,B07JXK2ZNX,5
4093,1029,B074SN19FD,4
4095,119,B074SN19FD,3
4097,1901,B074SN19FD,5
4099,1716,B074SN19FD,5
4101,3120,B074SN19FD,5
4103,923,B074SN19FD,5
4105,887,B074SN19FD,2
4107,131,B074SN19FD,5
4109,131,B074SN19FD,5
4111,2158,B0787P86ZZ,1
4113,2337,B0787P86ZZ,1
4115,1219,B0787P86ZZ,4
4117,2660,B0787P86ZZ,4
4119,1473,B0787P86ZZ,5
4121,2302,B0787P86ZZ,3
4123,1128,B0787P86ZZ,2
4125,2237,B0787P86ZZ,1
4127,2237,B0787P86ZZ,1
4129,481,B06VTMV185,3
4131,1092,B06VTMV185,5
4133,2077,B06VTMV185,4
4135,1979,B06VTMV185,5
4137,1800,B06VTMV185,5
4139,2550,B06VTMV185,5
4141,541,B06VTMV185,5
4143,2293,B06VTMV185,5
4145,2293,B06VTMV185,5
4147,2186,B078LDCRS1,5
4149,578,B078LDCRS1,4
4151,1065,B078LDCRS1,5
4153,2558,B078LDCRS1,5
4155,3124,B078LDCRS1,4
4157,1120,B078LDCRS1,4
4159,2061,B078LDCRS1,4
4161,788,B078LDCRS1,4
4163,788,B078LDCRS1,4
4165,874,B07176TRDF,1
4167,289,B07176TRDF,2
4169,2861,B07176TRDF,4
4171,257,B07176TRDF,5
4173,1941,B07176TRDF,5
4175,2118,B07176TRDF,1
4177,1005,B07176TRDF,5
4179,768,B07176TRDF,5
4181,768,B07176TRDF,5
4183,941,B07K2SSQ6V,4
4185,2616,B07K2SSQ6V,5
4187,10,B07K2SSQ6V,4
4189,2479,B07K2SSQ6V,5
4191,1533,B07K2SSQ6V,5
4193,1431,B07K2SSQ6V,4
4195,1771,B07K2SSQ6V,4
4197,426,B07K2SSQ6V,3
4199,426,B07K2SSQ6V,3
4201,1145,B07JL1KF3Z,5
4203,273,B07JL1KF3Z,3
4205,2432,B07JL1KF3Z,5
4207,1161,B07JL1KF3Z,5
4209,1165,B07JL1KF3Z,3
4211,2896,B07JL1KF3Z,5
4213,816,B07JL1KF3Z,4
4215,1518,B07JL1KF3Z,5
4217,1518,B07JL1KF3Z,5
4219,2070,B01IXFQTUI,4
4221,1777,B01IXFQTUI,5
4223,2062,B01IXFQTUI,4
4225,1060,B01IXFQTUI,5
4227,1060,B01IXFQTUI,5
4229,371,B07M5RYG8K,5
4231,336,B07M5RYG8K,5
4233,683,B07M5RYG8K,5
4235,2238,B07M5RYG8K,5
4237,1078,B07M5RYG8K,5
4239,2956,B07M5RYG8K,5
4241,1293,B07M5RYG8K,4
4243,998,B07M5RYG8K,3
4245,998,B07M5RYG8K,3
4251,1781,B06XWMP43H,1
4253,504,B06XWMP43H,5
4255,2608,B06XWMP43H,5
4257,939,B06XWMP43H,4
4259,2395,B06XWMP43H,3
4261,398,B06XWMP43H,4
4263,2045,B06XWMP43H,5
4265,1696,B06XWMP43H,5
4267,1696,B06XWMP43H,5
4269,2715,B01IOXRV9C,3
4271,1269,B01IOXRV9C,3
4273,530,B01IOXRV9C,5
4275,1235,B01IOXRV9C,5
4277,1702,B01IOXRV9C,1
4279,2594,B01IOXRV9C,2
4281,2289,B01IOXRV9C,3
4283,509,B01IOXRV9C,3
4285,509,B01IOXRV9C,3
4287,119,B07DRP4SVZ,1
4289,914,B07DRP4SVZ,3
4291,192,B07DRP4SVZ,1
4293,2382,B07DRP4SVZ,2
4295,78,B07DRP4SVZ,1
4297,878,B07DRP4SVZ,1
4299,2879,B07DRP4SVZ,5
4301,466,B07DRP4SVZ,1
4303,466,B07DRP4SVZ,1
4305,2078,B07C2QHYVJ,1
4307,2823,B07C2QHYVJ,5
4309,833,B07C2QHYVJ,5
4311,1203,B07C2QHYVJ,5
4313,973,B07C2QHYVJ,5
4315,1952,B07C2QHYVJ,4
4317,3118,B07C2QHYVJ,3
4319,1993,B07C2QHYVJ,1
4321,1993,B07C2QHYVJ,1
4323,2303,B07QXQPHMQ,5
4325,1853,B07QXQPHMQ,5
4327,2404,B07QXQPHMQ,5
4329,2021,B07QXQPHMQ,4
4331,2427,B07QXQPHMQ,5
4333,1689,B07QXQPHMQ,5
4335,114,B07QXQPHMQ,4
4337,260,B07QXQPHMQ,5
4339,260,B07QXQPHMQ,5
4341,1753,B01HI3A736,4
4343,2050,B01HI3A736,5
4345,198,B01HI3A736,1
4347,752,B01HI3A736,5
4349,954,B01HI3A736,1
4351,350,B01HI3A736,4
4353,588,B01HI3A736,5
4355,119,B01HI3A736,3
4357,119,B01HI3A736,3
4359,2603,B07HMLFMS6,1
4361,2719,B07HMLFMS6,5
4363,689,B07HMLFMS6,2
4365,1309,B07HMLFMS6,1
4367,3103,B07HMLFMS6,2
4369,3064,B07HMLFMS6,2
4371,119,B07HMLFMS6,5
4373,199,B07HMLFMS6,5
4375,199,B07HMLFMS6,5
4377,2387,B0788KMQJK,3
4379,1745,B0788KMQJK,3
4381,1359,B0788KMQJK,2
4383,2242,B0788KMQJK,5
4385,119,B0788KMQJK,4
4387,2529,B0788KMQJK,4
4389,599,B0788KMQJK,5
4391,1223,B0788KMQJK,2
4393,1223,B0788KMQJK,2
4395,1325,B075LZXXVZ,5
4397,3041,B075LZXXVZ,2
4399,256,B075LZXXVZ,5
4401,499,B075LZXXVZ,4
4403,2889,B075LZXXVZ,5
4405,2093,B075LZXXVZ,1
4407,2093,B075LZXXVZ,1
4409,94,B07FMR3RQS,4
4411,1210,B07FMR3RQS,5
4413,172,B07FMR3RQS,4
4415,2416,B07FMR3RQS,5
4417,247,B07FMR3RQS,4
4419,2351,B07FMR3RQS,5
4421,368,B07FMR3RQS,3
4423,3002,B07FMR3RQS,4
4425,3002,B07FMR3RQS,4
4427,2701,B0775CTNXH,5
4429,926,B0775CTNXH,5
4431,2783,B0775CTNXH,5
4433,2856,B0775CTNXH,5
4435,2071,B0775CTNXH,5
4437,341,B0775CTNXH,5
4439,341,B0775CTNXH,5
4441,1155,B072VHKTDW,5
4443,1137,B072VHKTDW,4
4445,1254,B072VHKTDW,5
4447,119,B072VHKTDW,5
4449,142,B072VHKTDW,5
4451,1912,B072VHKTDW,5
4453,557,B072VHKTDW,5
4455,3035,B072VHKTDW,5
4457,3035,B072VHKTDW,5
4459,1790,B072M21NFD,4
4461,2838,B072M21NFD,5
4463,3,B072M21NFD,3
4465,2817,B072M21NFD,5
4467,134,B072M21NFD,5
4469,1795,B072M21NFD,4
4471,1613,B072M21NFD,1
4473,1613,B072M21NFD,1
4475,2700,B07Q6PCCVJ,5
4477,548,B07Q6PCCVJ,5
4479,2736,B07Q6PCCVJ,5
4481,2888,B07Q6PCCVJ,4
4483,1858,B07Q6PCCVJ,4
4485,69,B07Q6PCCVJ,5
4487,1456,B07Q6PCCVJ,4
4489,1321,B07Q6PCCVJ,5
4491,1321,B07Q6PCCVJ,5
4493,2536,B01KYVWETY,5
4495,311,B01KYVWETY,5
4497,2234,B01KYVWETY,3
4499,2161,B01KYVWETY,5
4501,2647,B01KYVWETY,5
4503,1679,B01KYVWETY,4
4505,2865,B01KYVWETY,5
4507,1610,B01KYVWETY,5
4509,1610,B01KYVWETY,5
4511,921,B072QYNDGR,5
4513,119,B072QYNDGR,5
4515,2424,B072QYNDGR,3
4517,2910,B072QYNDGR,5
4519,1908,B072QYNDGR,4
4521,3057,B072QYNDGR,2
4523,888,B072QYNDGR,5
4525,724,B072QYNDGR,4
4527,724,B072QYNDGR,4
4529,1663,B072Y5BDWV,5
4531,189,B072Y5BDWV,1
4533,119,B072Y5BDWV,1
4535,1401,B072Y5BDWV,5
4537,2712,B072Y5BDWV,2
4539,2357,B072Y5BDWV,5
4541,2156,B072Y5BDWV,5
4543,3149,B072Y5BDWV,3
4545,3149,B072Y5BDWV,3
4547,1437,B07R15PCG9,4
4549,1683,B07R15PCG9,5
4551,419,B07R15PCG9,5
4553,2987,B07R15PCG9,5
4555,221,B07R15PCG9,5
4557,1698,B07R15PCG9,5
4559,1182,B07R15PCG9,5
4561,1469,B07R15PCG9,5
4563,1469,B07R15PCG9,5
4565,209,B078J1H1R5,5
4567,1105,B078J1H1R5,5
4569,2863,B078J1H1R5,5
4571,1783,B078J1H1R5,1
4573,1666,B078J1H1R5,3
4575,119,B078J1H1R5,4
4577,1006,B078J1H1R5,5
4579,2438,B078J1H1R5,1
4581,2438,B078J1H1R5,1
4583,861,B07R5LMZQG,5
4585,2730,B07R5LMZQG,5
4587,1406,B07R5LMZQG,5
4589,2513,B07R5LMZQG,5
4591,171,B07R5LMZQG,5
4593,1527,B07R5LMZQG,5
4595,2103,B07R5LMZQG,4
4597,2110,B07R5LMZQG,5
4599,2110,B07R5LMZQG,5
4601,2439,B077SNW7XJ,5
4603,3128,B077SNW7XJ,5
4605,1510,B077SNW7XJ,5
4607,1985,B077SNW7XJ,5
4609,612,B077SNW7XJ,4
4611,975,B077SNW7XJ,2
4613,975,B077SNW7XJ,2
4615,454,B07MTF4DWK,4
4617,2967,B07MTF4DWK,5
4619,2139,B07MTF4DWK,4
4621,2671,B07MTF4DWK,4
4623,645,B07MTF4DWK,2
4625,1881,B07MTF4DWK,5
4627,2343,B07MTF4DWK,5
4629,1000,B07MTF4DWK,5
4631,1000,B07MTF4DWK,5
4633,119,B07R8Z6QK9,2
4635,196,B07R8Z6QK9,3
4637,750,B07R8Z6QK9,3
4639,1564,B07R8Z6QK9,4
4641,2347,B07R8Z6QK9,5
4643,1076,B07R8Z6QK9,2
4645,2834,B07R8Z6QK9,5
4647,163,B07R8Z6QK9,2
4649,163,B07R8Z6QK9,2
4653,1499,B07D3JH4GF,5
4655,223,B07D3JH4GF,5
4657,335,B07D3JH4GF,1
4659,144,B07D3JH4GF,5
4661,3050,B07D3JH4GF,5
4663,624,B07D3JH4GF,5
4665,1246,B07D3JH4GF,5
4667,1548,B07D3JH4GF,5
4669,1548,B07D3JH4GF,5
4671,2705,B07CSZ9685,5
4673,2586,B07CSZ9685,5
4675,66,B07CSZ9685,5
4677,2213,B07CSZ9685,5
4679,3075,B07CSZ9685,5
4681,1304,B07CSZ9685,3
4683,1448,B07CSZ9685,5
4685,2324,B07CSZ9685,5
4687,2324,B07CSZ9685,5
4689,264,B07QYZ5X1N,5
4691,1255,B07QYZ5X1N,5
4693,1240,B07QYZ5X1N,1
4695,1240,B07QYZ5X1N,1
4697,746,B07QPSVW9Y,4
4699,1475,B07QPSVW9Y,3
4701,128,B07QPSVW9Y,5
4703,1285,B07QPSVW9Y,5
4705,2547,B07QPSVW9Y,3
4707,1222,B07QPSVW9Y,5
4709,2094,B07QPSVW9Y,5
4711,119,B07QPSVW9Y,4
4713,119,B07QPSVW9Y,4
4715,641,B01IOXOJEC,3
4717,1409,B01IOXOJEC,3
4719,1305,B01IOXOJEC,2
4721,2004,B01IOXOJEC,4
4723,3042,B01IOXOJEC,2
4725,1322,B01IOXOJEC,5
4727,2799,B01IOXOJEC,5
4729,2452,B01IOXOJEC,3
4731,2452,B01IOXOJEC,3
4733,3107,B07JQZC5DS,5
4735,693,B07JQZC5DS,4
4737,1491,B07JQZC5DS,1
4739,2255,B07JQZC5DS,4
4741,978,B07JQZC5DS,3
4743,1267,B07JQZC5DS,5
4745,605,B07JQZC5DS,1
4747,1013,B07JQZC5DS,2
4749,1013,B07JQZC5DS,2
4751,2027,B07QY5HBKZ,5
4753,2841,B07QY5HBKZ,5
4755,1159,B07QY5HBKZ,5
4757,1678,B07QY5HBKZ,5
4759,815,B07QY5HBKZ,5
4761,3070,B07QY5HBKZ,5
4763,1470,B07QY5HBKZ,5
4765,1481,B07QY5HBKZ,5
4767,1481,B07QY5HBKZ,5
4769,42,B01KGE5XHO,5
4771,1827,B01KGE5XHO,5
4773,2299,B01KGE5XHO,4
4775,3007,B01KGE5XHO,5
4777,2666,B01KGE5XHO,5
4779,3026,B01KGE5XHO,5
4781,334,B01KGE5XHO,5
4783,1076,B01KGE5XHO,5
4785,1076,B01KGE5XHO,5
4787,352,B07GN4ZVJN,5
4789,3006,B07GN4ZVJN,3
4791,2198,B07GN4ZVJN,5
4793,1594,B07GN4ZVJN,5
4795,2132,B07GN4ZVJN,4
4797,553,B07GN4ZVJN,5
4799,7,B07GN4ZVJN,4
4801,7,B07GN4ZVJN,4
4803,1918,B07GW7FW97,5
4805,590,B07GW7FW97,4
4807,1984,B07GW7FW97,5
4809,418,B07GW7FW97,4
4811,2449,B07GW7FW97,4
4813,2714,B07GW7FW97,5
4815,2767,B07GW7FW97,1
4817,119,B07GW7FW97,5
4819,119,B07GW7FW97,5
4821,552,B077PQR8BW,2
4823,2029,B077PQR8BW,5
4825,1244,B077PQR8BW,1
4827,935,B077PQR8BW,5
4829,3065,B077PQR8BW,5
4831,115,B077PQR8BW,5
4833,2034,B077PQR8BW,2
4835,1828,B077PQR8BW,5
4837,1828,B077PQR8BW,5
4839,2516,B07QWQDDZ3,2
4841,673,B07QWQDDZ3,5
4843,1016,B07QWQDDZ3,1
4845,2928,B07QWQDDZ3,5
4847,1830,B07QWQDDZ3,3
4849,424,B07QWQDDZ3,3
4851,1763,B07QWQDDZ3,1
4853,997,B07QWQDDZ3,5
4855,997,B07QWQDDZ3,5
4857,1570,B0106OYCBC,5
